case,specie,location,family,region,age,loads,ecoregion,date,Day,Month,Year,Season,lat,long,alt,tmean,drange,isotherm,tseason,tmax,tmin,trange,twet,tdry,twarm,tcold,prec,pwetm,pdrym,pseason,pwetq,pdryq,pwarm,pcold,PromedioDege,Bd_total,Bd+,Prevalence
0,Pleurodema_thaul,Alhue,Leptodactylidae,RM,Tadpole,0,CM,11-13-2017,13,11,2017,Spring,-34.0314,-71.0912,188,15.9,12.5,5,438.7,30.2,5.3,24.9,10.8,21,21.6,10.3,48.1,12.8,0,11,33.9,0.3,0.5,30.4,11.1,20,1,0.05
0,Pleurodema_thaul,Alhue,Leptodactylidae,RM,Tadpole,0,CM,11-13-2017,13,11,2017,Spring,-34.0314,-71.0912,188,15.9,12.5,5,438.7,30.2,5.3,24.9,10.8,21,21.6,10.3,48.1,12.8,0,11,33.9,0.3,0.5,30.4,11.1,20,1,0.05
0,Pleurodema_thaul,Alhue,Leptodactylidae,RM,Tadpole,0,CM,11-13-2017,13,11,2017,Spring,-34.0314,-71.0912,188,15.9,12.5,5,438.7,30.2,5.3,24.9,10.8,21,21.6,10.3,48.1,12.8,0,11,33.9,0.3,0.5,30.4,11.1,20,1,0.05
0,Pleurodema_thaul,Alhue,Leptodactylidae,RM,Juvenile,0,CM,11-13-2017,13,11,2017,Spring,-34.0314,-71.0912,188,15.9,12.5,5,438.7,30.2,5.3,24.9,10.8,21,21.6,10.3,48.1,12.8,0,11,33.9,0.3,0.5,30.4,0,4,0,0
0,Pleurodema_thaul,Alhue,Leptodactylidae,RM,Adult,0,CM,11-13-2017,13,11,2017,Spring,-34.0314,-71.0912,188,15.9,12.5,5,438.7,30.2,5.3,24.9,10.8,21,21.6,10.3,48.1,12.8,0,11,33.9,0.3,0.5,30.4,83,2,1,0.5
1,Pleurodema_thaul,Alhue,Leptodactylidae,RM,Adult,166,CM,11-13-2017,13,11,2017,Spring,-34.0314,-71.0912,188,15.9,12.5,5,438.7,30.2,5.3,24.9,10.8,21,21.6,10.3,48.1,12.8,0,11,33.9,0.3,0.5,30.4,83,2,1,0.5
0,Pleurodema_thaul,Alhue,Leptodactylidae,RM,Juvenile,0,CM,11-13-2017,13,11,2017,Spring,-34.0314,-71.0912,188,15.9,12.5,5,438.7,30.2,5.3,24.9,10.8,21,21.6,10.3,48.1,12.8,0,11,33.9,0.3,0.5,30.4,0,4,0,0
0,Pleurodema_thaul,Alhue,Leptodactylidae,RM,Juvenile,0,CM,11-13-2017,13,11,2017,Spring,-34.0314,-71.0912,188,15.9,12.5,5,438.7,30.2,5.3,24.9,10.8,21,21.6,10.3,48.1,12.8,0,11,33.9,0.3,0.5,30.4,0,4,0,0
0,Pleurodema_thaul,Alhue,Leptodactylidae,RM,Juvenile,0,CM,11-13-2017,13,11,2017,Spring,-34.0314,-71.0912,188,15.9,12.5,5,438.7,30.2,5.3,24.9,10.8,21,21.6,10.3,48.1,12.8,0,11,33.9,0.3,0.5,30.4,0,4,0,0
0,Pleurodema_thaul,Angol,Leptodactylidae,IX,Adult,0,VTF,02-12-2017,12,2,2017,Summer,-37.8712,-72.5979,87,12.3,12.4,5.2,384.7,26.6,3,23.6,8.1,17.5,17.5,7.6,116.9,23,2,7.8,62.9,7.2,7.2,61,0,2,0,0
0,Pleurodema_thaul,Angol,Leptodactylidae,IX,Adult,0,VTF,02-12-2017,12,2,2017,Summer,-37.8712,-72.5979,87,12.3,12.4,5.2,384.7,26.6,3,23.6,8.1,17.5,17.5,7.6,116.9,23,2,7.8,62.9,7.2,7.2,61,0,2,0,0
0,Pleurodema_thaul,Angol,Leptodactylidae,IX,Tadpole,0,VTF,02-12-2017,12,2,2017,Summer,-37.8712,-72.5979,87,12.3,12.4,5.2,384.7,26.6,3,23.6,8.1,17.5,17.5,7.6,116.9,23,2,7.8,62.9,7.2,7.2,61,0,2,0,0
0,Pleurodema_thaul,Angol,Leptodactylidae,IX,Tadpole,0,VTF,02-12-2017,12,2,2017,Summer,-37.8712,-72.5979,87,12.3,12.4,5.2,384.7,26.6,3,23.6,8.1,17.5,17.5,7.6,116.9,23,2,7.8,62.9,7.2,7.2,61,0,2,0,0
0,Pleurodema_thaul,Batuco,Leptodactylidae,RM,Tadpole,0,CM,11-27-2017,27,11,2017,Spring,-33.2068,-70.8369,488,14.3,14.8,5.8,392.7,28.4,3,25.4,9.2,19.3,19.3,9.2,33.9,8.6,0.1,10.5,22.2,0.7,0.7,22.2,0,25,0,0
0,Pleurodema_thaul,Batuco,Leptodactylidae,RM,Tadpole,0,CM,11-27-2017,27,11,2017,Spring,-33.2068,-70.8369,488,14.3,14.8,5.8,392.7,28.4,3,25.4,9.2,19.3,19.3,9.2,33.9,8.6,0.1,10.5,22.2,0.7,0.7,22.2,0,25,0,0
0,Pleurodema_thaul,Batuco,Leptodactylidae,RM,Tadpole,0,CM,11-27-2017,27,11,2017,Spring,-33.2068,-70.8369,488,14.3,14.8,5.8,392.7,28.4,3,25.4,9.2,19.3,19.3,9.2,33.9,8.6,0.1,10.5,22.2,0.7,0.7,22.2,0,25,0,0
0,Pleurodema_thaul,Batuco,Leptodactylidae,RM,Tadpole,0,CM,11-27-2017,27,11,2017,Spring,-33.2068,-70.8369,488,14.3,14.8,5.8,392.7,28.4,3,25.4,9.2,19.3,19.3,9.2,33.9,8.6,0.1,10.5,22.2,0.7,0.7,22.2,0,25,0,0
0,Pleurodema_thaul,Batuco,Leptodactylidae,RM,Tadpole,0,CM,11-27-2017,27,11,2017,Spring,-33.2068,-70.8369,488,14.3,14.8,5.8,392.7,28.4,3,25.4,9.2,19.3,19.3,9.2,33.9,8.6,0.1,10.5,22.2,0.7,0.7,22.2,0,25,0,0
0,Pleurodema_thaul,Batuco,Leptodactylidae,RM,Tadpole,0,CM,11-27-2017,27,11,2017,Spring,-33.2068,-70.8369,488,14.3,14.8,5.8,392.7,28.4,3,25.4,9.2,19.3,19.3,9.2,33.9,8.6,0.1,10.5,22.2,0.7,0.7,22.2,0,25,0,0
0,Pleurodema_thaul,Batuco,Leptodactylidae,RM,Tadpole,0,CM,11-27-2017,27,11,2017,Spring,-33.2068,-70.8369,488,14.3,14.8,5.8,392.7,28.4,3,25.4,9.2,19.3,19.3,9.2,33.9,8.6,0.1,10.5,22.2,0.7,0.7,22.2,0,25,0,0
0,Pleurodema_thaul,Batuco,Leptodactylidae,RM,Tadpole,0,CM,11-27-2017,27,11,2017,Spring,-33.2068,-70.8369,488,14.3,14.8,5.8,392.7,28.4,3,25.4,9.2,19.3,19.3,9.2,33.9,8.6,0.1,10.5,22.2,0.7,0.7,22.2,0,25,0,0
0,Pleurodema_thaul,Batuco,Leptodactylidae,RM,Tadpole,0,CM,11-27-2017,27,11,2017,Spring,-33.2068,-70.8369,488,14.3,14.8,5.8,392.7,28.4,3,25.4,9.2,19.3,19.3,9.2,33.9,8.6,0.1,10.5,22.2,0.7,0.7,22.2,0,25,0,0
0,Pleurodema_thaul,Batuco,Leptodactylidae,RM,Tadpole,0,CM,11-27-2017,27,11,2017,Spring,-33.2068,-70.8369,488,14.3,14.8,5.8,392.7,28.4,3,25.4,9.2,19.3,19.3,9.2,33.9,8.6,0.1,10.5,22.2,0.7,0.7,22.2,0,25,0,0
0,Pleurodema_thaul,Batuco,Leptodactylidae,RM,Tadpole,0,CM,11-27-2017,27,11,2017,Spring,-33.2068,-70.8369,488,14.3,14.8,5.8,392.7,28.4,3,25.4,9.2,19.3,19.3,9.2,33.9,8.6,0.1,10.5,22.2,0.7,0.7,22.2,0,25,0,0
0,Pleurodema_thaul,Batuco,Leptodactylidae,RM,Tadpole,0,CM,11-27-2017,27,11,2017,Spring,-33.2068,-70.8369,488,14.3,14.8,5.8,392.7,28.4,3,25.4,9.2,19.3,19.3,9.2,33.9,8.6,0.1,10.5,22.2,0.7,0.7,22.2,0,25,0,0
0,Pleurodema_thaul,Batuco,Leptodactylidae,RM,Tadpole,0,CM,11-27-2017,27,11,2017,Spring,-33.2068,-70.8369,488,14.3,14.8,5.8,392.7,28.4,3,25.4,9.2,19.3,19.3,9.2,33.9,8.6,0.1,10.5,22.2,0.7,0.7,22.2,0,25,0,0
0,Pleurodema_thaul,Batuco,Leptodactylidae,RM,Tadpole,0,CM,11-27-2017,27,11,2017,Spring,-33.2068,-70.8369,488,14.3,14.8,5.8,392.7,28.4,3,25.4,9.2,19.3,19.3,9.2,33.9,8.6,0.1,10.5,22.2,0.7,0.7,22.2,0,25,0,0
0,Pleurodema_thaul,Batuco,Leptodactylidae,RM,Tadpole,0,CM,11-27-2017,27,11,2017,Spring,-33.2068,-70.8369,488,14.3,14.8,5.8,392.7,28.4,3,25.4,9.2,19.3,19.3,9.2,33.9,8.6,0.1,10.5,22.2,0.7,0.7,22.2,0,25,0,0
0,Pleurodema_thaul,Batuco,Leptodactylidae,RM,Tadpole,0,CM,11-27-2017,27,11,2017,Spring,-33.2068,-70.8369,488,14.3,14.8,5.8,392.7,28.4,3,25.4,9.2,19.3,19.3,9.2,33.9,8.6,0.1,10.5,22.2,0.7,0.7,22.2,0,25,0,0
0,Pleurodema_thaul,Batuco,Leptodactylidae,RM,Tadpole,0,CM,11-27-2017,27,11,2017,Spring,-33.2068,-70.8369,488,14.3,14.8,5.8,392.7,28.4,3,25.4,9.2,19.3,19.3,9.2,33.9,8.6,0.1,10.5,22.2,0.7,0.7,22.2,0,25,0,0
0,Pleurodema_thaul,Batuco,Leptodactylidae,RM,Tadpole,0,CM,11-27-2017,27,11,2017,Spring,-33.2068,-70.8369,488,14.3,14.8,5.8,392.7,28.4,3,25.4,9.2,19.3,19.3,9.2,33.9,8.6,0.1,10.5,22.2,0.7,0.7,22.2,0,25,0,0
0,Pleurodema_thaul,Batuco,Leptodactylidae,RM,Tadpole,0,CM,11-27-2017,27,11,2017,Spring,-33.2068,-70.8369,488,14.3,14.8,5.8,392.7,28.4,3,25.4,9.2,19.3,19.3,9.2,33.9,8.6,0.1,10.5,22.2,0.7,0.7,22.2,0,25,0,0
0,Pleurodema_thaul,Batuco,Leptodactylidae,RM,Tadpole,0,CM,11-27-2017,27,11,2017,Spring,-33.2068,-70.8369,488,14.3,14.8,5.8,392.7,28.4,3,25.4,9.2,19.3,19.3,9.2,33.9,8.6,0.1,10.5,22.2,0.7,0.7,22.2,0,25,0,0
0,Pleurodema_thaul,Batuco,Leptodactylidae,RM,Tadpole,0,CM,11-27-2017,27,11,2017,Spring,-33.2068,-70.8369,488,14.3,14.8,5.8,392.7,28.4,3,25.4,9.2,19.3,19.3,9.2,33.9,8.6,0.1,10.5,22.2,0.7,0.7,22.2,0,25,0,0
0,Pleurodema_thaul,Batuco,Leptodactylidae,RM,Tadpole,0,CM,11-27-2017,27,11,2017,Spring,-33.2068,-70.8369,488,14.3,14.8,5.8,392.7,28.4,3,25.4,9.2,19.3,19.3,9.2,33.9,8.6,0.1,10.5,22.2,0.7,0.7,22.2,0,25,0,0
0,Pleurodema_thaul,Batuco,Leptodactylidae,RM,Tadpole,0,CM,11-27-2017,27,11,2017,Spring,-33.2068,-70.8369,488,14.3,14.8,5.8,392.7,28.4,3,25.4,9.2,19.3,19.3,9.2,33.9,8.6,0.1,10.5,22.2,0.7,0.7,22.2,0,25,0,0
0,Pleurodema_thaul,Batuco,Leptodactylidae,RM,Tadpole,0,CM,11-27-2017,27,11,2017,Spring,-33.2068,-70.8369,488,14.3,14.8,5.8,392.7,28.4,3,25.4,9.2,19.3,19.3,9.2,33.9,8.6,0.1,10.5,22.2,0.7,0.7,22.2,0,25,0,0
0,Pleurodema_thaul,Batuco,Leptodactylidae,RM,Juvenile,0,CM,11-27-2017,27,11,2017,Spring,-33.2068,-70.8369,488,14.3,14.8,5.8,392.7,28.4,3,25.4,9.2,19.3,19.3,9.2,33.9,8.6,0.1,10.5,22.2,0.7,0.7,22.2,0,16,0,0
0,Pleurodema_thaul,Batuco,Leptodactylidae,RM,Juvenile,0,CM,11-27-2017,27,11,2017,Spring,-33.2068,-70.8369,488,14.3,14.8,5.8,392.7,28.4,3,25.4,9.2,19.3,19.3,9.2,33.9,8.6,0.1,10.5,22.2,0.7,0.7,22.2,0,16,0,0
0,Pleurodema_thaul,Batuco,Leptodactylidae,RM,Tadpole,0,CM,11-27-2017,27,11,2017,Spring,-33.2068,-70.8369,488,14.3,14.8,5.8,392.7,28.4,3,25.4,9.2,19.3,19.3,9.2,33.9,8.6,0.1,10.5,22.2,0.7,0.7,22.2,0,25,0,0
0,Pleurodema_thaul,Batuco,Leptodactylidae,RM,Juvenile,0,CM,11-27-2017,27,11,2017,Spring,-33.2068,-70.8369,488,14.3,14.8,5.8,392.7,28.4,3,25.4,9.2,19.3,19.3,9.2,33.9,8.6,0.1,10.5,22.2,0.7,0.7,22.2,0,16,0,0
0,Pleurodema_thaul,Batuco,Leptodactylidae,RM,Juvenile,0,CM,11-27-2017,27,11,2017,Spring,-33.2068,-70.8369,488,14.3,14.8,5.8,392.7,28.4,3,25.4,9.2,19.3,19.3,9.2,33.9,8.6,0.1,10.5,22.2,0.7,0.7,22.2,0,16,0,0
0,Pleurodema_thaul,Batuco,Leptodactylidae,RM,Juvenile,0,CM,11-27-2017,27,11,2017,Spring,-33.2068,-70.8369,488,14.3,14.8,5.8,392.7,28.4,3,25.4,9.2,19.3,19.3,9.2,33.9,8.6,0.1,10.5,22.2,0.7,0.7,22.2,0,16,0,0
0,Pleurodema_thaul,Batuco,Leptodactylidae,RM,Juvenile,0,CM,11-27-2017,27,11,2017,Spring,-33.2068,-70.8369,488,14.3,14.8,5.8,392.7,28.4,3,25.4,9.2,19.3,19.3,9.2,33.9,8.6,0.1,10.5,22.2,0.7,0.7,22.2,0,16,0,0
0,Pleurodema_thaul,Batuco,Leptodactylidae,RM,Juvenile,0,CM,11-27-2017,27,11,2017,Spring,-33.2068,-70.8369,488,14.3,14.8,5.8,392.7,28.4,3,25.4,9.2,19.3,19.3,9.2,33.9,8.6,0.1,10.5,22.2,0.7,0.7,22.2,0,16,0,0
0,Pleurodema_thaul,Batuco,Leptodactylidae,RM,Juvenile,0,CM,11-27-2017,27,11,2017,Spring,-33.2068,-70.8369,488,14.3,14.8,5.8,392.7,28.4,3,25.4,9.2,19.3,19.3,9.2,33.9,8.6,0.1,10.5,22.2,0.7,0.7,22.2,0,16,0,0
0,Pleurodema_thaul,Batuco,Leptodactylidae,RM,Juvenile,0,CM,11-27-2017,27,11,2017,Spring,-33.2068,-70.8369,488,14.3,14.8,5.8,392.7,28.4,3,25.4,9.2,19.3,19.3,9.2,33.9,8.6,0.1,10.5,22.2,0.7,0.7,22.2,0,16,0,0
0,Pleurodema_thaul,Batuco,Leptodactylidae,RM,Juvenile,0,CM,11-27-2017,27,11,2017,Spring,-33.2068,-70.8369,488,14.3,14.8,5.8,392.7,28.4,3,25.4,9.2,19.3,19.3,9.2,33.9,8.6,0.1,10.5,22.2,0.7,0.7,22.2,0,16,0,0
0,Pleurodema_thaul,Batuco,Leptodactylidae,RM,Juvenile,0,CM,11-27-2017,27,11,2017,Spring,-33.2068,-70.8369,488,14.3,14.8,5.8,392.7,28.4,3,25.4,9.2,19.3,19.3,9.2,33.9,8.6,0.1,10.5,22.2,0.7,0.7,22.2,0,16,0,0
0,Pleurodema_thaul,Batuco,Leptodactylidae,RM,Juvenile,0,CM,11-27-2017,27,11,2017,Spring,-33.2068,-70.8369,488,14.3,14.8,5.8,392.7,28.4,3,25.4,9.2,19.3,19.3,9.2,33.9,8.6,0.1,10.5,22.2,0.7,0.7,22.2,0,16,0,0
0,Pleurodema_thaul,Batuco,Leptodactylidae,RM,Juvenile,0,CM,11-27-2017,27,11,2017,Spring,-33.2068,-70.8369,488,14.3,14.8,5.8,392.7,28.4,3,25.4,9.2,19.3,19.3,9.2,33.9,8.6,0.1,10.5,22.2,0.7,0.7,22.2,0,16,0,0
0,Pleurodema_thaul,Batuco,Leptodactylidae,RM,Juvenile,0,CM,11-27-2017,27,11,2017,Spring,-33.2068,-70.8369,488,14.3,14.8,5.8,392.7,28.4,3,25.4,9.2,19.3,19.3,9.2,33.9,8.6,0.1,10.5,22.2,0.7,0.7,22.2,0,16,0,0
0,Pleurodema_thaul,Batuco,Leptodactylidae,RM,Juvenile,0,CM,11-27-2017,27,11,2017,Spring,-33.2068,-70.8369,488,14.3,14.8,5.8,392.7,28.4,3,25.4,9.2,19.3,19.3,9.2,33.9,8.6,0.1,10.5,22.2,0.7,0.7,22.2,0,16,0,0
0,Pleurodema_thaul,Batuco,Leptodactylidae,RM,Juvenile,0,CM,11-27-2017,27,11,2017,Spring,-33.2068,-70.8369,488,14.3,14.8,5.8,392.7,28.4,3,25.4,9.2,19.3,19.3,9.2,33.9,8.6,0.1,10.5,22.2,0.7,0.7,22.2,0,16,0,0
0,Pleurodema_thaul,Batuco,Leptodactylidae,RM,Adult,0,CM,11-27-2017,27,11,2017,Spring,-33.2068,-70.8369,488,14.3,14.8,5.8,392.7,28.4,3,25.4,9.2,19.3,19.3,9.2,33.9,8.6,0.1,10.5,22.2,0.7,0.7,22.2,0.5,2,1,0.5
1,Pleurodema_thaul,Batuco,Leptodactylidae,RM,Adult,1,CM,11-27-2017,27,11,2017,Spring,-33.2068,-70.8369,488,14.3,14.8,5.8,392.7,28.4,3,25.4,9.2,19.3,19.3,9.2,33.9,8.6,0.1,10.5,22.2,0.7,0.7,22.2,0.5,2,1,0.5
0,Pleurodema_thaul,Bollenar,Leptodactylidae,RM,Tadpole,0,CM,10-18-2017,18,10,2017,Spring,-33.5903,-71.2307,155,16.8,12.1,5.2,391.5,29.8,6.7,23.1,12.4,21.9,21.9,11.8,44.5,12.3,0.1,10.8,29.9,0.9,0.9,28.6,0,5,0,0
0,Pleurodema_thaul,Bollenar,Leptodactylidae,RM,Tadpole,0,CM,10-18-2017,18,10,2017,Spring,-33.5903,-71.2307,155,16.8,12.1,5.2,391.5,29.8,6.7,23.1,12.4,21.9,21.9,11.8,44.5,12.3,0.1,10.8,29.9,0.9,0.9,28.6,0,5,0,0
0,Pleurodema_thaul,Bollenar,Leptodactylidae,RM,Tadpole,0,CM,10-18-2017,18,10,2017,Spring,-33.5903,-71.2307,155,16.8,12.1,5.2,391.5,29.8,6.7,23.1,12.4,21.9,21.9,11.8,44.5,12.3,0.1,10.8,29.9,0.9,0.9,28.6,0,5,0,0
0,Pleurodema_thaul,Bollenar,Leptodactylidae,RM,Tadpole,0,CM,10-18-2017,18,10,2017,Spring,-33.5903,-71.2307,155,16.8,12.1,5.2,391.5,29.8,6.7,23.1,12.4,21.9,21.9,11.8,44.5,12.3,0.1,10.8,29.9,0.9,0.9,28.6,0,5,0,0
0,Pleurodema_thaul,Bollenar,Leptodactylidae,RM,Tadpole,0,CM,10-18-2017,18,10,2017,Spring,-33.5903,-71.2307,155,16.8,12.1,5.2,391.5,29.8,6.7,23.1,12.4,21.9,21.9,11.8,44.5,12.3,0.1,10.8,29.9,0.9,0.9,28.6,0,5,0,0
0,Pleurodema_thaul,Boroa,Leptodactylidae,IX,Adult,0,VTF,12-20-2009,20,12,2009,Spring,-39.2866,-73.0995,8,12.2,10.1,5.2,305.5,23.6,4.4,19.2,8.4,16.2,16.2,8.4,180.9,28.6,4.8,5.9,82.4,17.4,17.4,82.4,457.4615385,13,3,0.230769231
0,Pleurodema_thaul,Boroa,Leptodactylidae,IX,Adult,0,VTF,12-20-2009,20,12,2009,Spring,-39.2866,-73.0995,8,12.2,10.1,5.2,305.5,23.6,4.4,19.2,8.4,16.2,16.2,8.4,180.9,28.6,4.8,5.9,82.4,17.4,17.4,82.4,457.4615385,13,3,0.230769231
1,Pleurodema_thaul,Boroa,Leptodactylidae,IX,Adult,6,VTF,12-20-2009,20,12,2009,Spring,-39.2866,-73.0995,8,12.2,10.1,5.2,305.5,23.6,4.4,19.2,8.4,16.2,16.2,8.4,180.9,28.6,4.8,5.9,82.4,17.4,17.4,82.4,457.4615385,13,3,0.230769231
1,Pleurodema_thaul,Boroa,Leptodactylidae,IX,Adult,5886,VTF,12-20-2009,20,12,2009,Spring,-39.2866,-73.0995,8,12.2,10.1,5.2,305.5,23.6,4.4,19.2,8.4,16.2,16.2,8.4,180.9,28.6,4.8,5.9,82.4,17.4,17.4,82.4,457.4615385,13,3,0.230769231
0,Pleurodema_thaul,Boroa,Leptodactylidae,IX,Adult,0,VTF,12-20-2009,20,12,2009,Spring,-39.2866,-73.0995,8,12.2,10.1,5.2,305.5,23.6,4.4,19.2,8.4,16.2,16.2,8.4,180.9,28.6,4.8,5.9,82.4,17.4,17.4,82.4,457.4615385,13,3,0.230769231
0,Pleurodema_thaul,Boroa,Leptodactylidae,IX,Adult,0,VTF,12-20-2009,20,12,2009,Spring,-39.2866,-73.0995,8,12.2,10.1,5.2,305.5,23.6,4.4,19.2,8.4,16.2,16.2,8.4,180.9,28.6,4.8,5.9,82.4,17.4,17.4,82.4,457.4615385,13,3,0.230769231
0,Pleurodema_thaul,Boroa,Leptodactylidae,IX,Adult,0,VTF,12-20-2009,20,12,2009,Spring,-39.2866,-73.0995,8,12.2,10.1,5.2,305.5,23.6,4.4,19.2,8.4,16.2,16.2,8.4,180.9,28.6,4.8,5.9,82.4,17.4,17.4,82.4,457.4615385,13,3,0.230769231
0,Pleurodema_thaul,Boroa,Leptodactylidae,IX,Adult,0,VTF,12-20-2009,20,12,2009,Spring,-39.2866,-73.0995,8,12.2,10.1,5.2,305.5,23.6,4.4,19.2,8.4,16.2,16.2,8.4,180.9,28.6,4.8,5.9,82.4,17.4,17.4,82.4,457.4615385,13,3,0.230769231
0,Pleurodema_thaul,Boroa,Leptodactylidae,IX,Adult,0,VTF,12-20-2009,20,12,2009,Spring,-39.2866,-73.0995,8,12.2,10.1,5.2,305.5,23.6,4.4,19.2,8.4,16.2,16.2,8.4,180.9,28.6,4.8,5.9,82.4,17.4,17.4,82.4,457.4615385,13,3,0.230769231
0,Pleurodema_thaul,Boroa,Leptodactylidae,IX,Adult,0,VTF,12-20-2009,20,12,2009,Spring,-39.2866,-73.0995,8,12.2,10.1,5.2,305.5,23.6,4.4,19.2,8.4,16.2,16.2,8.4,180.9,28.6,4.8,5.9,82.4,17.4,17.4,82.4,457.4615385,13,3,0.230769231
